timestamp_utc,relative_s,channel,direction,id_hex,name,sender,receiver,dlc,bus_type,data_hex
2026-06-18T11:51:56.813Z,0.000000,CAN1,Tx,0x101,DATA_001_CAMERA_FRONT_WIDE_TO_ADAS_DOMAIN,CAMERA_FRONT_WIDE,ADAS_DOMAIN,64,fd,2f000090197dd23072b33bf303424464bdfeffda43414d4552415f46524f4e545f57494445202d3e20414441535f444f4d41494e000000000000000000000000
2026-06-18T11:51:56.813Z,0.000367,CAN0,Tx,0x100,DATA_000_LIDAR_FRONT_TO_ADAS_DOMAIN,LIDAR_FRONT,ADAS_DOMAIN,64,fd,fc0003b0197ef23073c33bf403424434bdfc1fdb4c494441525f46524f4e54202d3e20414441535f444f4d41494e000000000000000000000000000000000000
2026-06-18T11:51:56.813Z,0.000412,CAN2,Tx,0x102,DATA_002_RADAR_FRONT_LONG_RANGE_TO_ADAS_DOMAIN,RADAR_FRONT_LONG_RANGE,ADAS_DOMAIN,64,fd,4a0003b0197ef23073c33bf403424424bdfc1fdb52414441525f46524f4e545f4c4f4e475f52414e4745202d3e20414441535f444f4d41494e00000000000000
2026-06-18T11:51:56.814Z,0.000782,CAN0,Rx,0x600,RESP_000_ADAS_DOMAIN_TO_LIDAR_FRONT,ADAS_DOMAIN,LIDAR_FRONT,16,fd,9610008140009f010000fcfc142b4259
2026-06-18T11:51:56.814Z,0.001209,CAN2,Rx,0x602,RESP_002_ADAS_DOMAIN_TO_RADAR_FRONT_LONG_RANGE,ADAS_DOMAIN,RADAR_FRONT_LONG_RANGE,16,fd,0e10028140001d0300004a4a162d445b
2026-06-18T11:51:56.814Z,0.001214,CAN1,Rx,0x601,RESP_001_ADAS_DOMAIN_TO_CAMERA_FRONT_WIDE,ADAS_DOMAIN,CAMERA_FRONT_WIDE,16,fd,6e1001814000be0400002f2f152c435a
2026-06-18T11:51:56.814Z,0.001457,CAN1,Tx,0x500,GW_DATA_000_LIDAR_FRONT_TO_ADAS_DOMAIN,LIDAR_FRONT,ADAS_DOMAIN,64,fd,fc8003b0197ef23073c33bf403424434bdfc1fdb4c494441525f46524f4e54202d3e20414441535f444f4d41494e000000000000000000000000000000000000
2026-06-18T11:51:56.832Z,0.019630,CAN0,Tx,0x100,DATA_000_LIDAR_FRONT_TO_ADAS_DOMAIN,LIDAR_FRONT,ADAS_DOMAIN,64,fd,a601a0c020d66235af133f22a4446a54b38c8fe04c494441525f46524f4e54202d3e20414441535f444f4d41494e000000000000000000000000000000000000
2026-06-18T11:51:56.833Z,0.020456,CAN0,Rx,0x600,RESP_000_ADAS_DOMAIN_TO_LIDAR_FRONT,ADAS_DOMAIN,LIDAR_FRONT,16,fd,ed11008940003a030100a6a6273e556c
2026-06-18T11:51:56.834Z,0.020671,CAN2,Tx,0x102,DATA_002_RADAR_FRONT_LONG_RANGE_TO_ADAS_DOMAIN,RADAR_FRONT_LONG_RANGE,ADAS_DOMAIN,64,fd,b901a92021dba235b3333f25c4446cd4b286dfe052414441525f46524f4e545f4c4f4e475f52414e4745202d3e20414441535f444f4d41494e00000000000000
2026-06-18T11:51:56.834Z,0.021075,CAN2,Rx,0x602,RESP_002_ADAS_DOMAIN_TO_RADAR_FRONT_LONG_RANGE,ADAS_DOMAIN,RADAR_FRONT_LONG_RANGE,16,fd,4b110289400094010100b9b92940576e
2026-06-18T11:51:56.835Z,0.022146,CAN1,Tx,0x500,GW_DATA_000_LIDAR_FRONT_TO_ADAS_DOMAIN,LIDAR_FRONT,ADAS_DOMAIN,64,fd,a681a0c020d66235af133f22a4446a54b38c8fe04c494441525f46524f4e54202d3e20414441535f444f4d41494e000000000000000000000000000000000000
2026-06-18T11:51:56.846Z,0.033484,CAN1,Tx,0x101,DATA_001_CAMERA_FRONT_WIDE_TO_ADAS_DOMAIN,CAMERA_FRONT_WIDE,ADAS_DOMAIN,64,fd,490112d12515a338db63414484468544ac3b7fe443414d4552415f46524f4e545f57494445202d3e20414441535f444f4d41494e000000000000000000000000
2026-06-18T11:51:56.848Z,0.034983,CAN1,Rx,0x601,RESP_001_ADAS_DOMAIN_TO_CAMERA_FRONT_WIDE,ADAS_DOMAIN,CAMERA_FRONT_WIDE,16,fd,f81101894000db0501004949283f566d
2026-06-18T11:51:56.853Z,0.039704,CAN2,Tx,0x102,DATA_002_RADAR_FRONT_LONG_RANGE_TO_ADAS_DOMAIN,RADAR_FRONT_LONG_RANGE,ADAS_DOMAIN,64,fd,fd0245112831133aef73425354479114a9164fe652414441525f46524f4e545f4c4f4e475f52414e4745202d3e20414441535f444f4d41494e00000000000000
2026-06-18T11:51:56.853Z,0.039930,CAN0,Tx,0x100,DATA_000_LIDAR_FRONT_TO_ADAS_DOMAIN,LIDAR_FRONT,ADAS_DOMAIN,64,fd,7c0247312832233aef834253644791f4a8155fe64c494441525f46524f4e54202d3e20414441535f444f4d41494e000000000000000000000000000000000000
2026-06-18T11:51:56.853Z,0.040461,CAN2,Rx,0x602,RESP_002_ADAS_DOMAIN_TO_RADAR_FRONT_LONG_RANGE,ADAS_DOMAIN,RADAR_FRONT_LONG_RANGE,16,fd,841202914000f5020200fdfd3c536a81
2026-06-18T11:51:56.854Z,0.041610,CAN0,Rx,0x600,RESP_000_ADAS_DOMAIN_TO_LIDAR_FRONT,ADAS_DOMAIN,LIDAR_FRONT,16,fd,df1200914000900602007c7c3a51687f
2026-06-18T11:51:56.856Z,0.043034,CAN1,Tx,0x500,GW_DATA_000_LIDAR_FRONT_TO_ADAS_DOMAIN,LIDAR_FRONT,ADAS_DOMAIN,64,fd,7c8247312832233aef834253644791f4a8155fe64c494441525f46524f4e54202d3e20414441535f444f4d41494e000000000000000000000000000000000000
