timestamp_utc,relative_s,channel,direction,id_hex,name,sender,receiver,dlc,bus_type,message_kind,data_hex
2026-06-20T09:50:45.280Z,0.000000,CAN0,Tx,0x181,DATA_001_ADAS_DOMAIN_MOTION_REQUEST_TO_BRAKE_CONTROLLER,ADAS_DOMAIN,BRAKE_CONTROLLER,64,fd,data,ad000090197dd23072b33bf303424464bdfeffda414441535f444f4d41494e202d3e204252414b455f434f4e54524f4c4c455200000000000000000000000000
2026-06-20T09:50:45.280Z,0.000000,CAN0,Tx,0x182,DATA_002_ADAS_DOMAIN_STEERING_TORQUE_REQUEST_TO_STEERING_CONTROLLER,ADAS_DOMAIN,STEERING_CONTROLLER,64,fd,data,3d000090197dd23072b33bf303424464bdfeffda414441535f444f4d41494e202d3e205354454552494e475f434f4e54524f4c4c455200000000000000000000
2026-06-20T09:50:45.280Z,0.000000,CAN0,Tx,0x18C,DATA_012_CENTRAL_GATEWAY_ROUTING_STATUS_TO_DIAG_TESTER,CENTRAL_GATEWAY,DIAG_TESTER,64,fd,data,5a000090197dd23072b33bf303424464bdfeffda43454e5452414c5f47415445574159202d3e20444941475f5445535445520000000000000000000000000000
2026-06-20T09:50:45.280Z,0.000000,CAN0,Tx,0x193,DATA_019_CENTRAL_GATEWAY_SYNC_TIME_TO_ADAS_ECU_TEMP_SENSOR,CENTRAL_GATEWAY,ADAS_ECU_TEMP_SENSOR,64,fd,data,bc000090197dd23072b33bf303424464bdfeffda43454e5452414c5f47415445574159202d3e20414441535f4543555f54454d505f53454e534f520000000000
2026-06-20T09:50:45.280Z,0.000007,CAN2,Tx,0x18B,DATA_011_STEERING_CONTROLLER_STEERING_STATUS_TO_DIAG_TESTER,STEERING_CONTROLLER,DIAG_TESTER,64,fd,data,6d000090197dd23072b33bf303424464bdfeffda5354454552494e475f434f4e54524f4c4c4552202d3e20444941475f54455354455200000000000000000000
2026-06-20T09:50:45.280Z,0.000068,CAN1,Tx,0x195,DATA_021_LIDAR_FRONT_OBJECT_LIST_TO_ADAS_DOMAIN,LIDAR_FRONT,ADAS_DOMAIN,64,fd,data,9a000090197de23072b33bf303424454bdfeffda4c494441525f46524f4e54202d3e20414441535f444f4d41494e000000000000000000000000000000000000
2026-06-20T09:50:45.280Z,0.000072,CAN0,Tx,0x187,DATA_007_IMU_YAW_RATE_SENSOR_VEHICLE_DYNAMICS_TO_ADAS_DOMAIN,IMU_YAW_RATE_SENSOR,ADAS_DOMAIN,64,fd,data,ee000090197de23072b33bf303424454bdfeffda494d555f5941575f524154455f53454e534f52202d3e20414441535f444f4d41494e00000000000000000000
2026-06-20T09:50:45.280Z,0.000091,CAN0,Tx,0x185,DATA_005_RADAR_FRONT_LONG_RANGE_OBJECT_LIST_TO_ADAS_DOMAIN,RADAR_FRONT_LONG_RANGE,ADAS_DOMAIN,64,fd,data,b90000a0197de23072b33bf303424454bdfeffda52414441525f46524f4e545f4c4f4e475f52414e4745202d3e20414441535f444f4d41494e00000000000000
2026-06-20T09:50:45.280Z,0.000103,CAN1,Tx,0x183,DATA_003_CAMERA_FRONT_WIDE_LANE_MODEL_TO_ADAS_DOMAIN,CAMERA_FRONT_WIDE,ADAS_DOMAIN,64,fd,data,9b0000a0197de23072b33bf303424454bdfeffda43414d4552415f46524f4e545f57494445202d3e20414441535f444f4d41494e000000000000000000000000
2026-06-20T09:50:45.280Z,0.000162,CAN3,Tx,0x194,DATA_020_DIAG_TESTER_DIAGNOSTIC_REQUEST_TO_CENTRAL_GATEWAY,DIAG_TESTER,CENTRAL_GATEWAY,64,fd,data,ba0001a0197de23072b33bf403424444bdfe0fdb444941475f544553544552202d3e2043454e5452414c5f474154455741590000000000000000000000000000
2026-06-20T09:50:45.281Z,0.000261,CAN0,Tx,0x191,DATA_017_CENTRAL_GATEWAY_SYNC_TIME_TO_LIDAR_FRONT,CENTRAL_GATEWAY,LIDAR_FRONT,64,fd,data,dc0002b0197ee23072c33bf403424444bdfd0fdb43454e5452414c5f47415445574159202d3e204c494441525f46524f4e540000000000000000000000000000
2026-06-20T09:50:45.281Z,0.000263,CAN0,Tx,0x18E,DATA_014_CENTRAL_GATEWAY_SYNC_TIME_TO_RADAR_FRONT_LONG_RANGE,CENTRAL_GATEWAY,RADAR_FRONT_LONG_RANGE,64,fd,data,c30002b0197ee23072c33bf403424444bdfd0fdb43454e5452414c5f47415445574159202d3e2052414441525f46524f4e545f4c4f4e475f52414e4745000000
2026-06-20T09:50:45.281Z,0.000299,CAN1,Tx,0x184,DATA_004_CAMERA_FRONT_WIDE_OBJECT_LIST_TO_ADAS_DOMAIN,CAMERA_FRONT_WIDE,ADAS_DOMAIN,64,fd,data,9b0000a0197de23072b33bf303424454bdfeffda43414d4552415f46524f4e545f57494445202d3e20414441535f444f4d41494e000000000000000000000000
2026-06-20T09:50:45.281Z,0.000331,CAN0,Tx,0x18D,DATA_013_CENTRAL_GATEWAY_SYNC_TIME_TO_CAMERA_FRONT_WIDE,CENTRAL_GATEWAY,CAMERA_FRONT_WIDE,64,fd,data,110002b0197ef23073c33bf403424434bdfd1fdb43454e5452414c5f47415445574159202d3e2043414d4552415f46524f4e545f574944450000000000000000
2026-06-20T09:50:45.281Z,0.000367,CAN0,Tx,0x180,DATA_000_ADAS_DOMAIN_TRAJECTORY_PLAN_TO_STEERING_CONTROLLER,ADAS_DOMAIN,STEERING_CONTROLLER,64,fd,data,6f0003b0197ef23073c33bf403424434bdfc1fdb414441535f444f4d41494e202d3e205354454552494e475f434f4e54524f4c4c455200000000000000000000
2026-06-20T09:50:45.281Z,0.000406,CAN0,Tx,0x190,DATA_016_CENTRAL_GATEWAY_SYNC_TIME_TO_IMU_YAW_RATE_SENSOR,CENTRAL_GATEWAY,IMU_YAW_RATE_SENSOR,64,fd,data,170003b0197ef23073c33bf403424424bdfc1fdb43454e5452414c5f47415445574159202d3e20494d555f5941575f524154455f53454e534f52000000000000
2026-06-20T09:50:45.281Z,0.000438,CAN0,Rx,0x60C,RESP_012_DIAG_TESTER_TO_CENTRAL_GATEWAY,DIAG_TESTER,CENTRAL_GATEWAY,16,fd,response,c7108c814000b60100005a5a20374e65
2026-06-20T09:50:45.281Z,0.000444,CAN1,Tx,0x186,DATA_006_RADAR_REAR_CORNER_LEFT_BLIND_SPOT_OBJECTS_TO_ADAS_DOMAIN,RADAR_REAR_CORNER_LEFT,ADAS_DOMAIN,64,fd,data,1c0003c0197ff23073c33bf413424424bdfc1fdb52414441525f524541525f434f524e45525f4c454654202d3e20414441535f444f4d41494e00000000000000
2026-06-20T09:50:45.281Z,0.000454,CAN3,Tx,0x197,DATA_023_ADAS_ECU_TEMP_SENSOR_ECU_TEMPERATURE_TO_CENTRAL_GATEWAY,ADAS_ECU_TEMP_SENSOR,CENTRAL_GATEWAY,64,fd,data,830003c0197ff23073c33bf413424424bdfc1fdb414441535f4543555f54454d505f53454e534f52202d3e2043454e5452414c5f474154455741590000000000
2026-06-20T09:50:45.281Z,0.000486,CAN0,Rx,0x605,RESP_005_ADAS_DOMAIN_TO_RADAR_FRONT_LONG_RANGE,ADAS_DOMAIN,RADAR_FRONT_LONG_RANGE,16,fd,response,b410858140008b010000b9b91930475e
2026-06-20T09:50:45.281Z,0.000532,CAN0,Tx,0x18F,DATA_015_CENTRAL_GATEWAY_SYNC_TIME_TO_RADAR_REAR_CORNER_LEFT,CENTRAL_GATEWAY,RADAR_REAR_CORNER_LEFT,64,fd,data,520004c0197ff23073c33bf413424514bdfb1fdb43454e5452414c5f47415445574159202d3e2052414441525f524541525f434f524e45525f4c454654000000
2026-06-20T09:50:45.281Z,0.000541,CAN2,Tx,0x189,DATA_009_BRAKE_CONTROLLER_BRAKE_STATUS_TO_DIAG_TESTER,BRAKE_CONTROLLER,DIAG_TESTER,64,fd,data,a30004c0197ff23073c33bf513424514bdfb1fdb4252414b455f434f4e54524f4c4c4552202d3e20444941475f54455354455200000000000000000000000000
2026-06-20T09:50:45.281Z,0.000677,CAN2,Tx,0x18A,DATA_010_STEERING_CONTROLLER_STEERING_STATUS_TO_ADAS_DOMAIN,STEERING_CONTROLLER,ADAS_DOMAIN,64,fd,data,e20005d01980023174d33bf513424504bdfb2fdb5354454552494e475f434f4e54524f4c4c4552202d3e20414441535f444f4d41494e00000000000000000000
2026-06-20T09:50:45.281Z,0.000717,CAN0,Rx,0x601,RESP_001_BRAKE_CONTROLLER_TO_ADAS_DOMAIN,BRAKE_CONTROLLER,ADAS_DOMAIN,16,fd,response,731081814000cd020000adad152c435a
2026-06-20T09:50:45.281Z,0.000750,CAN0,Tx,0x192,DATA_018_CENTRAL_GATEWAY_SYNC_TIME_TO_AMBIENT_TEMP_SENSOR,CENTRAL_GATEWAY,AMBIENT_TEMP_SENSOR,64,fd,data,c20006d01980023174d33bf513424504bdfa2fdb43454e5452414c5f47415445574159202d3e20414d4249454e545f54454d505f53454e534f52000000000000
2026-06-20T09:50:45.281Z,0.000762,CAN0,Rx,0x613,RESP_019_ADAS_ECU_TEMP_SENSOR_TO_CENTRAL_GATEWAY,ADAS_ECU_TEMP_SENSOR,CENTRAL_GATEWAY,16,fd,response,601093814000fa020000bcbc273e556c
2026-06-20T09:50:45.281Z,0.000784,CAN3,Tx,0x196,DATA_022_AMBIENT_TEMP_SENSOR_AMBIENT_TEMPERATURE_TO_CENTRAL_GATEWAY,AMBIENT_TEMP_SENSOR,CENTRAL_GATEWAY,64,fd,data,2d0006e01980023174d33bf5134245f4bcfa3fdb414d4249454e545f54454d505f53454e534f52202d3e2043454e5452414c5f47415445574159000000000000
2026-06-20T09:50:45.281Z,0.000786,CAN2,Tx,0x188,DATA_008_BRAKE_CONTROLLER_BRAKE_STATUS_TO_ADAS_DOMAIN,BRAKE_CONTROLLER,ADAS_DOMAIN,64,fd,data,b30006e01980023174d33bf5134245f4bcfa3fdb4252414b455f434f4e54524f4c4c4552202d3e20414441535f444f4d41494e00000000000000000000000000
2026-06-20T09:50:45.281Z,0.000810,CAN3,Rx,0x614,RESP_020_CENTRAL_GATEWAY_TO_DIAG_TESTER,CENTRAL_GATEWAY,DIAG_TESTER,16,fd,response,ed109481400088020000baba283f566d
2026-06-20T09:50:45.281Z,0.000827,CAN0,Rx,0x600,RESP_000_STEERING_CONTROLLER_TO_ADAS_DOMAIN,STEERING_CONTROLLER,ADAS_DOMAIN,16,fd,response,c81080814000cc0100006f6f142b4259
2026-06-20T09:50:45.281Z,0.000921,CAN3,Rx,0x617,RESP_023_CENTRAL_GATEWAY_TO_ADAS_ECU_TEMP_SENSOR,CENTRAL_GATEWAY,ADAS_ECU_TEMP_SENSOR,16,fd,response,7d1097814000d301000083832b425970
2026-06-20T09:50:45.281Z,0.001042,CAN2,Rx,0x60A,RESP_010_ADAS_DOMAIN_TO_STEERING_CONTROLLER,ADAS_DOMAIN,STEERING_CONTROLLER,16,fd,response,40108a8140006d010000e2e21e354c63
2026-06-20T09:50:45.281Z,0.001113,CAN1,Rx,0x615,RESP_021_ADAS_DOMAIN_TO_LIDAR_FRONT,ADAS_DOMAIN,LIDAR_FRONT,16,fd,response,7f1095814000150400009a9a2940576e
2026-06-20T09:50:45.281Z,0.001124,CAN0,Rx,0x611,RESP_017_LIDAR_FRONT_TO_CENTRAL_GATEWAY,LIDAR_FRONT,CENTRAL_GATEWAY,16,fd,response,6410918140005f030000dcdc253c536a
2026-06-20T09:50:45.281Z,0.001176,CAN0,Rx,0x60F,RESP_015_RADAR_REAR_CORNER_LEFT_TO_CENTRAL_GATEWAY,RADAR_REAR_CORNER_LEFT,CENTRAL_GATEWAY,16,fd,response,78108f814000840200005252233a5168
2026-06-20T09:50:45.282Z,0.001192,CAN0,Rx,0x602,RESP_002_STEERING_CONTROLLER_TO_ADAS_DOMAIN,STEERING_CONTROLLER,ADAS_DOMAIN,16,fd,response,4f1082814000a80400003d3d162d445b
2026-06-20T09:50:45.282Z,0.001204,CAN2,Rx,0x60B,RESP_011_DIAG_TESTER_TO_STEERING_CONTROLLER,DIAG_TESTER,STEERING_CONTROLLER,16,fd,response,d7108b814000ad0400006d6d1f364d64
2026-06-20T09:50:45.282Z,0.001292,CAN0,Rx,0x60E,RESP_014_RADAR_FRONT_LONG_RANGE_TO_CENTRAL_GATEWAY,RADAR_FRONT_LONG_RANGE,CENTRAL_GATEWAY,16,fd,response,8b108e81400005040000c3c322395067
2026-06-20T09:50:45.282Z,0.001310,CAN1,Rx,0x603,RESP_003_ADAS_DOMAIN_TO_CAMERA_FRONT_WIDE,ADAS_DOMAIN,CAMERA_FRONT_WIDE,16,fd,response,5b1083814000b70400009b9b172e455c
2026-06-20T09:50:45.282Z,0.001466,CAN0,Rx,0x607,RESP_007_ADAS_DOMAIN_TO_IMU_YAW_RATE_SENSOR,ADAS_DOMAIN,IMU_YAW_RATE_SENSOR,16,fd,response,c1108781400072050000eeee1b324960
2026-06-20T09:50:45.282Z,0.001511,CAN1,Rx,0x604,RESP_004_ADAS_DOMAIN_TO_CAMERA_FRONT_WIDE,ADAS_DOMAIN,CAMERA_FRONT_WIDE,16,fd,response,741084814000bc0400009b9b182f465d
2026-06-20T09:50:45.282Z,0.001527,CAN3,Tx,0x58C,GW_DATA_012_CENTRAL_GATEWAY_ROUTING_STATUS_TO_DIAG_TESTER,CENTRAL_GATEWAY,DIAG_TESTER,64,fd,gateway,5a800090197dd23072b33bf303424464bdfeffda43454e5452414c5f47415445574159202d3e20444941475f5445535445520000000000000000000000000000
2026-06-20T09:50:45.282Z,0.001534,CAN2,Rx,0x609,RESP_009_DIAG_TESTER_TO_BRAKE_CONTROLLER,DIAG_TESTER,BRAKE_CONTROLLER,16,fd,response,311089814000e1030000a3a31d344b62
2026-06-20T09:50:45.282Z,0.001585,CAN0,Rx,0x610,RESP_016_IMU_YAW_RATE_SENSOR_TO_CENTRAL_GATEWAY,IMU_YAW_RATE_SENSOR,CENTRAL_GATEWAY,16,fd,response,e710908140009b0400001717243b5269
2026-06-20T09:50:45.282Z,0.001616,CAN0,Rx,0x60D,RESP_013_CAMERA_FRONT_WIDE_TO_CENTRAL_GATEWAY,CAMERA_FRONT_WIDE,CENTRAL_GATEWAY,16,fd,response,a1108d81400005050000111121384f66
2026-06-20T09:50:45.282Z,0.001762,CAN1,Rx,0x606,RESP_006_ADAS_DOMAIN_TO_RADAR_REAR_CORNER_LEFT,ADAS_DOMAIN,RADAR_REAR_CORNER_LEFT,16,fd,response,e21086814000260500001c1c1a31485f
2026-06-20T09:50:45.282Z,0.001829,CAN0,Rx,0x612,RESP_018_AMBIENT_TEMP_SENSOR_TO_CENTRAL_GATEWAY,AMBIENT_TEMP_SENSOR,CENTRAL_GATEWAY,16,fd,response,be109281400037040000c2c2263d546b
2026-06-20T09:50:45.282Z,0.001880,CAN3,Tx,0x589,GW_DATA_009_BRAKE_CONTROLLER_BRAKE_STATUS_TO_DIAG_TESTER,BRAKE_CONTROLLER,DIAG_TESTER,64,fd,gateway,a38004c0197ff23073c33bf513424514bdfb1fdb4252414b455f434f4e54524f4c4c4552202d3e20444941475f54455354455200000000000000000000000000
2026-06-20T09:50:45.282Z,0.002000,CAN0,Tx,0x80,NM_WAKE_ADAS_DOMAIN,ADAS_DOMAIN,CENTRAL_GATEWAY,64,fd,startup,9f4e4d5f57414b4520414441535f444f4d41494e0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2026-06-20T09:50:45.282Z,0.002030,CAN2,Rx,0x608,RESP_008_ADAS_DOMAIN_TO_BRAKE_CONTROLLER,ADAS_DOMAIN,BRAKE_CONTROLLER,16,fd,response,381088814000dc040000b3b31c334a61
2026-06-20T09:50:45.282Z,0.002054,CAN2,Tx,0x582,GW_DATA_002_ADAS_DOMAIN_STEERING_TORQUE_REQUEST_TO_STEERING_CONTROLLER,ADAS_DOMAIN,STEERING_CONTROLLER,64,fd,gateway,3d800090197dd23072b33bf303424464bdfeffda414441535f444f4d41494e202d3e205354454552494e475f434f4e54524f4c4c455200000000000000000000
2026-06-20T09:50:45.283Z,0.002205,CAN3,Tx,0x593,GW_DATA_019_CENTRAL_GATEWAY_SYNC_TIME_TO_ADAS_ECU_TEMP_SENSOR,CENTRAL_GATEWAY,ADAS_ECU_TEMP_SENSOR,64,fd,gateway,bc800090197dd23072b33bf303424464bdfeffda43454e5452414c5f47415445574159202d3e20414441535f4543555f54454d505f53454e534f520000000000
